pair_idx,reward_a,reward_b,frame,reward_a_uncoh,reward_b_uncoh,aesthetic_score,image_reward,pick_score,hpsv2_score,clip_score,openai_clip_score
1,CLIP Score,Aesthetic Score,15,0.4838709677419355,0.5161290322580645,6.6454843282699585,1.4745233952999115,0.2231641225516796,0.244781494140625,0.22499999403953552,0.2977282330393791
1,CLIP Score,Aesthetic Score,16,0.5161290322580645,0.4838709677419355,6.669702649116516,1.5045377612113953,0.22296544536948204,0.24664306640625,0.2240624949336052,0.29436904191970825
1,CLIP Score,Aesthetic Score,17,0.5483870967741935,0.4516129032258065,6.6651082038879395,1.4461361467838287,0.22291962802410126,0.247222900390625,0.22187499701976776,0.2929985746741295
1,CLIP Score,Aesthetic Score,18,0.5806451612903226,0.4193548387096774,6.70641028881073,1.4559525549411774,0.22292948886752129,0.24993896484375,0.2228124961256981,0.2958882749080658
1,CLIP Score,Aesthetic Score,19,0.6129032258064516,0.3870967741935484,6.760953783988953,1.5003437399864197,0.22351999953389168,0.25213623046875,0.2228124961256981,0.29276250302791595
1,CLIP Score,Aesthetic Score,20,0.6451612903225806,0.3548387096774194,6.796206474304199,1.5153665244579315,0.22444292902946472,0.255340576171875,0.22343749552965164,0.2862161919474602
1,CLIP Score,Aesthetic Score,21,0.6774193548387096,0.32258064516129037,6.84110963344574,1.5453720092773438,0.2255544438958168,0.262420654296875,0.22156249731779099,0.28785399347543716
1,CLIP Score,Aesthetic Score,22,0.7096774193548387,0.29032258064516125,6.860611081123352,1.467677116394043,0.2248949222266674,0.26275634765625,0.2225000001490116,0.28622062504291534
1,CLIP Score,Aesthetic Score,23,0.7419354838709677,0.25806451612903225,6.878663063049316,1.4579905271530151,0.2253720536828041,0.26348876953125,0.2224999964237213,0.2872244790196419
1,CLIP Score,Aesthetic Score,24,0.7741935483870968,0.22580645161290325,6.89423668384552,1.4189054071903229,0.22412383183836937,0.2630615234375,0.22218749672174454,0.28301265090703964
1,CLIP Score,Aesthetic Score,25,0.8064516129032258,0.19354838709677424,6.8738826513290405,1.4571861028671265,0.22458147257566452,0.26556396484375,0.2228124961256981,0.29181770235300064
1,CLIP Score,Aesthetic Score,26,0.8387096774193549,0.16129032258064513,6.848561882972717,1.470799446105957,0.22374241799116135,0.26556396484375,0.2225000001490116,0.29343121498823166
1,CLIP Score,Aesthetic Score,27,0.8709677419354839,0.12903225806451613,6.828543305397034,1.4514734148979187,0.2238696664571762,0.26654052734375,0.22312499955296516,0.29599425941705704
1,CLIP Score,Aesthetic Score,28,0.9032258064516129,0.09677419354838712,6.754603147506714,1.4514146447181702,0.22458845376968384,0.2730712890625,0.2240624986588955,0.29358838498592377
1,CLIP Score,Aesthetic Score,29,0.9354838709677419,0.06451612903225812,6.740336060523987,1.5989341735839844,0.22531700134277344,0.28424072265625,0.22687499597668648,0.29406459629535675
1,CLIP Score,Aesthetic Score,30,0.967741935483871,0.032258064516129004,6.74738883972168,1.674570381641388,0.22307918593287468,0.28448486328125,0.22499999403953552,0.29391228407621384
1,CLIP Score,Aesthetic Score,31,1.0,0.0,6.702708721160889,1.733959287405014,0.22431377694010735,0.2899169921875,0.22749999165534973,0.2997555434703827
2,CLIP Score,Image Reward,0,0.0,1.0,5.873212933540344,1.479477345943451,0.21553537622094154,0.20477294921875,0.22749999538064003,0.28601227700710297
2,CLIP Score,Image Reward,1,0.03225806451612903,0.967741935483871,5.828863978385925,1.5961933434009552,0.2102731429040432,0.2054443359375,0.23156249523162842,0.29509906470775604
2,CLIP Score,Image Reward,2,0.06451612903225806,0.935483870967742,5.700270295143127,1.634724497795105,0.20825057104229927,0.206085205078125,0.2290624938905239,0.29460974782705307
2,CLIP Score,Image Reward,3,0.0967741935483871,0.9032258064516129,5.684155344963074,1.678177297115326,0.20954451709985733,0.21337890625,0.23124999180436134,0.2944663241505623
2,CLIP Score,Image Reward,4,0.12903225806451613,0.8709677419354839,5.70414924621582,1.6984120607376099,0.21068160608410835,0.222686767578125,0.2318749949336052,0.29194390773773193
2,CLIP Score,Image Reward,5,0.16129032258064516,0.8387096774193549,5.695553302764893,1.715767651796341,0.2123536877334118,0.226806640625,0.23281249776482582,0.29799555242061615
2,CLIP Score,Image Reward,6,0.1935483870967742,0.8064516129032258,5.750145316123962,1.740975946187973,0.21386412158608437,0.23553466796875,0.23156249523162842,0.2963011786341667
2,CLIP Score,Image Reward,7,0.22580645161290322,0.7741935483870968,5.745190262794495,1.7350441813468933,0.21350925043225288,0.2373046875,0.23343750089406967,0.29894566535949707
2,CLIP Score,Image Reward,8,0.25806451612903225,0.7419354838709677,5.733147382736206,1.731794536113739,0.2137046903371811,0.236083984375,0.23249999433755875,0.29636935889720917
2,CLIP Score,Image Reward,9,0.2903225806451613,0.7096774193548387,5.734269142150879,1.7153053283691406,0.214214488863945,0.240814208984375,0.22812499850988388,0.2898237332701683
2,CLIP Score,Image Reward,10,0.3225806451612903,0.6774193548387097,5.801111340522766,1.7083629667758942,0.21413900703191757,0.2457275390625,0.22687499225139618,0.29051530361175537
2,CLIP Score,Image Reward,11,0.3548387096774194,0.6451612903225806,5.786309123039246,1.7366540729999542,0.21433575823903084,0.2490234375,0.22874999418854713,0.2916513979434967
2,CLIP Score,Image Reward,12,0.3870967741935484,0.6129032258064516,5.842977166175842,1.7288669347763062,0.21426306292414665,0.249755859375,0.23124999552965164,0.2940397337079048
2,CLIP Score,Image Reward,13,0.41935483870967744,0.5806451612903225,5.808786153793335,1.7489853203296661,0.215233713388443,0.251129150390625,0.22937499731779099,0.29279352724552155
2,CLIP Score,Image Reward,14,0.45161290322580644,0.5483870967741935,5.824972867965698,1.7548483610153198,0.2149249091744423,0.255462646484375,0.22312499582767487,0.29360827803611755
2,CLIP Score,Image Reward,15,0.4838709677419355,0.5161290322580645,5.847150444984436,1.7484943270683289,0.21502000093460083,0.257568359375,0.2318749912083149,0.2978098541498184
2,CLIP Score,Image Reward,16,0.5161290322580645,0.4838709677419355,5.825001001358032,1.7631307244300842,0.21583513915538788,0.25677490234375,0.23218749463558197,0.29194168746471405
2,CLIP Score,Image Reward,17,0.5483870967741935,0.4516129032258065,5.8500319719314575,1.7816539704799652,0.21568487957119942,0.26751708984375,0.23281249403953552,0.29410621523857117
2,CLIP Score,Image Reward,18,0.5806451612903226,0.4193548387096774,5.859905123710632,1.7877802550792694,0.2169979363679886,0.271484375,0.23249999433755875,0.2973972260951996
2,CLIP Score,Image Reward,19,0.6129032258064516,0.3870967741935484,5.821382164955139,1.7868040204048157,0.216043122112751,0.269287109375,0.23281249403953552,0.2919997423887253
2,CLIP Score,Image Reward,20,0.6451612903225806,0.3548387096774194,5.814898133277893,1.7953070104122162,0.21557804197072983,0.27069091796875,0.23343749344348907,0.29245416074991226
2,CLIP Score,Image Reward,21,0.6774193548387096,0.32258064516129037,5.8792805671691895,1.792866975069046,0.21662447601556778,0.27056884765625,0.23468749225139618,0.28992414474487305
2,CLIP Score,Image Reward,22,0.7096774193548387,0.29032258064516125,5.786408066749573,1.800707459449768,0.21730515360832214,0.27313232421875,0.2356249950826168,0.2934393212199211
2,CLIP Score,Image Reward,23,0.7419354838709677,0.25806451612903225,5.804371356964111,1.79646036028862,0.21717943623661995,0.27410888671875,0.23656249418854713,0.28954876959323883
2,CLIP Score,Image Reward,24,0.7741935483870968,0.22580645161290325,5.836382746696472,1.8053637146949768,0.21910962834954262,0.28076171875,0.23624999448657036,0.290594182908535
2,CLIP Score,Image Reward,25,0.8064516129032258,0.19354838709677424,5.88312292098999,1.8087525367736816,0.2191493846476078,0.28936767578125,0.23624999448657036,0.2885538190603256
2,CLIP Score,Image Reward,26,0.8387096774193549,0.16129032258064513,5.945923805236816,1.80393448472023,0.22178862616419792,0.2974853515625,0.2356249950826168,0.29219091683626175
2,CLIP Score,Image Reward,27,0.8709677419354839,0.12903225806451613,5.987670183181763,1.8184444308280945,0.22223299369215965,0.304443359375,0.2356249950826168,0.2907130494713783
2,CLIP Score,Image Reward,28,0.9032258064516129,0.09677419354838712,6.015180230140686,1.8247763514518738,0.22084547206759453,0.3048095703125,0.23749999701976776,0.28826016187667847
2,CLIP Score,Image Reward,29,0.9354838709677419,0.06451612903225812,6.033767580986023,1.8344972133636475,0.22162645310163498,0.3072509765625,0.23656249791383743,0.28962862491607666
2,CLIP Score,Image Reward,30,0.967741935483871,0.032258064516129004,6.121979355812073,1.8363715708255768,0.22011958062648773,0.3082275390625,0.23468749597668648,0.29386020451784134
2,CLIP Score,Image Reward,31,1.0,0.0,6.11815881729126,1.8406430780887604,0.21916718035936356,0.30621337890625,0.2356249988079071,0.2961592748761177
3,CLIP Score,PickScore,0,0.0,1.0,5.873212933540344,1.479477345943451,0.21553537622094154,0.20477294921875,0.22749999538064003,0.28601227700710297
3,CLIP Score,PickScore,1,0.03225806451612903,0.967741935483871,5.770009279251099,1.3579154908657074,0.21520114317536354,0.194000244140625,0.2290624938905239,0.2862880751490593
3,CLIP Score,PickScore,2,0.06451612903225806,0.935483870967742,5.732959866523743,1.146404206752777,0.21601223573088646,0.1796875,0.22843749076128006,0.28940003365278244
3,CLIP Score,PickScore,3,0.0967741935483871,0.9032258064516129,5.696729421615601,1.213089257478714,0.2160908579826355,0.176361083984375,0.2278124913573265,0.29301929473876953
3,CLIP Score,PickScore,4,0.12903225806451613,0.8709677419354839,5.743171453475952,0.9702263474464417,0.21684808284044266,0.166290283203125,0.22593749314546585,0.29221467673778534
3,CLIP Score,PickScore,5,0.16129032258064516,0.8387096774193549,5.713248133659363,1.0097583532333374,0.21692315861582756,0.16632080078125,0.2240624949336052,0.2934107556939125
3,CLIP Score,PickScore,6,0.1935483870967742,0.8064516129032258,5.6669793128967285,0.8087199777364731,0.2178829275071621,0.160491943359375,0.21968749910593033,0.295507051050663
3,CLIP Score,PickScore,7,0.22580645161290322,0.7741935483870968,5.66409957408905,0.5947192404419184,0.2166566401720047,0.148651123046875,0.21812499687075615,0.2906341105699539
3,CLIP Score,PickScore,8,0.25806451612903225,0.7419354838709677,5.606963038444519,0.5113117606379092,0.2173212245106697,0.14630126953125,0.21937499940395355,0.2889067232608795
3,CLIP Score,PickScore,9,0.2903225806451613,0.7096774193548387,5.377896189689636,0.34700971841812134,0.2142365574836731,0.132354736328125,0.21687499806284904,0.28060615062713623
3,CLIP Score,PickScore,10,0.3225806451612903,0.6774193548387097,5.405497789382935,0.4849182297475636,0.21385327726602554,0.13922119140625,0.21593749895691872,0.28124532103538513
3,CLIP Score,PickScore,11,0.3548387096774194,0.6451612903225806,5.41347599029541,0.4579486586153507,0.21496573835611343,0.1361083984375,0.21406250074505806,0.2787407338619232
3,CLIP Score,PickScore,12,0.3870967741935484,0.6129032258064516,5.427222371101379,0.17682634107768536,0.2167447693645954,0.142120361328125,0.2134374976158142,0.2830273360013962
3,CLIP Score,PickScore,13,0.41935483870967744,0.5806451612903225,5.392131447792053,0.4923830721527338,0.2173597291111946,0.14569091796875,0.21562499925494194,0.2836267799139023
3,CLIP Score,PickScore,14,0.45161290322580644,0.5483870967741935,5.455605745315552,0.5593897625803947,0.21730219572782516,0.14666748046875,0.2149999961256981,0.2845841199159622
3,CLIP Score,PickScore,15,0.4838709677419355,0.5161290322580645,5.506200194358826,0.5428220480680466,0.21635443717241287,0.1463623046875,0.21687499806284904,0.283214770257473
3,CLIP Score,PickScore,16,0.5161290322580645,0.4838709677419355,5.629271149635315,0.663213562220335,0.21921726688742638,0.157501220703125,0.2199999988079071,0.28566715866327286
3,CLIP Score,PickScore,17,0.5483870967741935,0.4516129032258065,5.606777787208557,0.6968851188430563,0.21757806465029716,0.159393310546875,0.2225000001490116,0.2916950061917305
3,CLIP Score,PickScore,18,0.5806451612903226,0.4193548387096774,5.750491619110107,0.9612079858779907,0.21975068002939224,0.16778564453125,0.22343749925494194,0.29575541615486145
3,CLIP Score,PickScore,19,0.6129032258064516,0.3870967741935484,5.818777084350586,1.1393563151359558,0.2203851230442524,0.1683349609375,0.22687499597668648,0.2934335395693779
3,CLIP Score,PickScore,20,0.6451612903225806,0.3548387096774194,5.903155088424683,1.216405764222145,0.22194288671016693,0.173370361328125,0.22812499478459358,0.29649731516838074
3,CLIP Score,PickScore,21,0.6774193548387096,0.32258064516129037,5.98553729057312,1.2724964171648026,0.22205747663974762,0.17578125,0.2306249961256981,0.2946275994181633
3,CLIP Score,PickScore,22,0.7096774193548387,0.29032258064516125,5.981169939041138,1.274568036198616,0.2214100919663906,0.17401123046875,0.23031249269843102,0.29961659759283066
3,CLIP Score,PickScore,23,0.7419354838709677,0.25806451612903225,5.965860843658447,1.024223692715168,0.2207046113908291,0.1710205078125,0.23124999552965164,0.2935492992401123
3,CLIP Score,PickScore,24,0.7741935483870968,0.22580645161290325,5.912310838699341,1.1728538125753403,0.2196001522243023,0.17156982421875,0.22937499731779099,0.2923961952328682
3,CLIP Score,PickScore,25,0.8064516129032258,0.19354838709677424,5.949168682098389,1.2098687142133713,0.21993327140808105,0.180694580078125,0.23406249284744263,0.29767264425754547
3,CLIP Score,PickScore,26,0.8387096774193549,0.16129032258064513,5.925421953201294,1.2011962234973907,0.22105858847498894,0.186431884765625,0.23249999433755875,0.29836614429950714
3,CLIP Score,PickScore,27,0.8709677419354839,0.12903225806451613,5.980378866195679,1.225097119808197,0.2196394018828869,0.189727783203125,0.23343749716877937,0.3024502769112587
3,CLIP Score,PickScore,28,0.9032258064516129,0.09677419354838712,6.055505752563477,1.3709052056074142,0.21954472735524178,0.195709228515625,0.2303124964237213,0.29763808846473694
3,CLIP Score,PickScore,29,0.9354838709677419,0.06451612903225812,6.156702756881714,1.4620042443275452,0.21998240798711777,0.202362060546875,0.2318749986588955,0.2981798052787781
3,CLIP Score,PickScore,30,0.967741935483871,0.032258064516129004,6.221850395202637,1.4630950391292572,0.2199132964015007,0.20709228515625,0.22874999791383743,0.29298292845487595
3,CLIP Score,PickScore,31,1.0,0.0,6.268636107444763,1.52968230843544,0.22237685695290565,0.219696044921875,0.22749999910593033,0.2988545522093773
4,CLIP Score,HPSv2,0,0.0,1.0,5.873212933540344,1.479477345943451,0.21553537622094154,0.20477294921875,0.22749999538064003,0.28601227700710297
4,CLIP Score,HPSv2,1,0.03225806451612903,0.967741935483871,6.117270588874817,1.6140086352825165,0.21740683540701866,0.24676513671875,0.23531249538064003,0.27898310124874115
4,CLIP Score,HPSv2,2,0.06451612903225806,0.935483870967742,6.035904407501221,1.674072116613388,0.21737199649214745,0.2734375,0.23406249657273293,0.2847655937075615
4,CLIP Score,HPSv2,3,0.0967741935483871,0.9032258064516129,6.029384016990662,1.7214350700378418,0.21807172149419785,0.298828125,0.2331249974668026,0.27943165600299835
4,CLIP Score,HPSv2,4,0.12903225806451613,0.8709677419354839,6.032618522644043,1.8158759474754333,0.21982820704579353,0.31524658203125,0.23281249776482582,0.286360964179039
4,CLIP Score,HPSv2,5,0.16129032258064516,0.8387096774193549,6.090450882911682,1.68563312292099,0.21995049715042114,0.3265380859375,0.2306249998509884,0.2797963321208954
4,CLIP Score,HPSv2,6,0.1935483870967742,0.8064516129032258,6.024657607078552,1.8364378809928894,0.22090133279561996,0.346923828125,0.22968750074505806,0.2773994132876396
4,CLIP Score,HPSv2,7,0.22580645161290322,0.7741935483870968,6.044468402862549,1.832683026790619,0.22105244547128677,0.35272216796875,0.23093749955296516,0.2795887887477875
4,CLIP Score,HPSv2,8,0.25806451612903225,0.7419354838709677,6.011982321739197,1.7328422665596008,0.2202252708375454,0.35223388671875,0.2253124974668026,0.27665694802999496
4,CLIP Score,HPSv2,9,0.2903225806451613,0.7096774193548387,6.004321217536926,1.8816254138946533,0.22041324898600578,0.352783203125,0.22687498852610588,0.286000594496727
4,CLIP Score,HPSv2,10,0.3225806451612903,0.6774193548387097,5.986028671264648,1.8793506920337677,0.22015713527798653,0.353759765625,0.225312490016222,0.28579822182655334
4,CLIP Score,HPSv2,11,0.3548387096774194,0.6451612903225806,6.044718384742737,1.8715807795524597,0.22012316435575485,0.35687255859375,0.22624998912215233,0.2839759811758995
4,CLIP Score,HPSv2,12,0.3870967741935484,0.6129032258064516,6.078295469284058,1.8630650341510773,0.21976904571056366,0.3564453125,0.22562498971819878,0.28047461062669754
4,CLIP Score,HPSv2,13,0.41935483870967744,0.5806451612903225,6.105228066444397,1.8769765198230743,0.22062788158655167,0.35809326171875,0.22593748942017555,0.2852650657296181
4,CLIP Score,HPSv2,14,0.45161290322580644,0.5483870967741935,6.0417104959487915,1.8693138360977173,0.21945489943027496,0.35931396484375,0.22718749567866325,0.28649212419986725
4,CLIP Score,HPSv2,15,0.4838709677419355,0.5161290322580645,6.0415589809417725,1.841886579990387,0.21750884130597115,0.3568115234375,0.2240624912083149,0.28030768036842346
4,CLIP Score,HPSv2,16,0.5161290322580645,0.4838709677419355,6.03455126285553,1.877289891242981,0.2191823348402977,0.36138916015625,0.22687499225139618,0.28406253457069397
4,CLIP Score,HPSv2,17,0.5483870967741935,0.4516129032258065,6.002251625061035,1.8646067082881927,0.2178519442677498,0.359130859375,0.2253124937415123,0.2825998142361641
4,CLIP Score,HPSv2,18,0.5806451612903226,0.4193548387096774,5.956499338150024,1.872752994298935,0.21804865449666977,0.35986328125,0.22687499225139618,0.283488504588604
4,CLIP Score,HPSv2,19,0.6129032258064516,0.3870967741935484,5.9689366817474365,1.8676278293132782,0.21723629161715508,0.360107421875,0.22749999165534973,0.28639546781778336
4,CLIP Score,HPSv2,20,0.6451612903225806,0.3548387096774194,6.03942596912384,1.8670155107975006,0.217042438685894,0.3607177734375,0.22249999269843102,0.2859989404678345
4,CLIP Score,HPSv2,21,0.6774193548387096,0.32258064516129037,6.02805233001709,1.8475455343723297,0.21661381796002388,0.36126708984375,0.22562499344348907,0.28579142689704895
4,CLIP Score,HPSv2,22,0.7096774193548387,0.29032258064516125,6.081155300140381,1.8553108274936676,0.21709127351641655,0.3603515625,0.22562499344348907,0.28420349210500717
4,CLIP Score,HPSv2,23,0.7419354838709677,0.25806451612903225,5.940741539001465,1.8470626771450043,0.21642035990953445,0.3619384765625,0.22749999165534973,0.2822917699813843
4,CLIP Score,HPSv2,24,0.7741935483870968,0.22580645161290325,5.971094608306885,1.8512952327728271,0.2156066931784153,0.36126708984375,0.2278124913573265,0.28286655247211456
4,CLIP Score,HPSv2,25,0.8064516129032258,0.19354838709677424,5.974518299102783,1.8460107445716858,0.21539051085710526,0.36041259765625,0.22687499225139618,0.2814515605568886
4,CLIP Score,HPSv2,26,0.8387096774193549,0.16129032258064513,5.946051239967346,1.8421513736248016,0.2121996209025383,0.35400390625,0.2265624925494194,0.2791048362851143
4,CLIP Score,HPSv2,27,0.8709677419354839,0.12903225806451613,5.948013663291931,1.8484728038311005,0.21183183416724205,0.3502197265625,0.22499999403953552,0.2752676457166672
4,CLIP Score,HPSv2,28,0.9032258064516129,0.09677419354838712,5.889198184013367,1.8438791334629059,0.21254697814583778,0.3516845703125,0.2253124937415123,0.2762201055884361
4,CLIP Score,HPSv2,29,0.9354838709677419,0.06451612903225812,5.77898371219635,1.823924481868744,0.21160123124718666,0.35284423828125,0.2215624935925007,0.2734473869204521
4,CLIP Score,HPSv2,30,0.967741935483871,0.032258064516129004,5.77117383480072,1.804763376712799,0.21115742623806,0.34613037109375,0.22062499448657036,0.2715013027191162
4,CLIP Score,HPSv2,31,1.0,0.0,5.773706555366516,1.8456443846225739,0.20875335112214088,0.34100341796875,0.22187499329447746,0.2775174528360367
5,CLIP Score,VQA Score,0,0.0,1.0,5.873212933540344,1.479477345943451,0.21553537622094154,0.20477294921875,0.22749999538064003,0.28601227700710297
5,CLIP Score,VQA Score,1,0.03225806451612903,0.967741935483871,5.920517802238464,1.5055137276649475,0.21473219618201256,0.20428466796875,0.22937499731779099,0.28724880516529083
5,CLIP Score,VQA Score,2,0.06451612903225806,0.935483870967742,5.91548228263855,1.510779321193695,0.21505168452858925,0.2073974609375,0.23281249403953552,0.2880399003624916
5,CLIP Score,VQA Score,3,0.0967741935483871,0.9032258064516129,5.908370614051819,1.507775604724884,0.21461638808250427,0.212127685546875,0.23093749210238457,0.2826993986964226
5,CLIP Score,VQA Score,4,0.12903225806451613,0.8709677419354839,5.926576614379883,1.5503126680850983,0.21493850275874138,0.216461181640625,0.23218749463558197,0.2821923568844795
5,CLIP Score,VQA Score,5,0.16129032258064516,0.8387096774193549,5.955568790435791,1.5864591002464294,0.21452685445547104,0.220428466796875,0.23156249523162842,0.2805417850613594
5,CLIP Score,VQA Score,6,0.1935483870967742,0.8064516129032258,5.932672500610352,1.6101085245609283,0.214959554374218,0.223541259765625,0.23156249523162842,0.2836216613650322
5,CLIP Score,VQA Score,7,0.22580645161290322,0.7741935483870968,5.91235625743866,1.618632048368454,0.21432096511125565,0.226287841796875,0.2331249974668026,0.27878883481025696
5,CLIP Score,VQA Score,8,0.25806451612903225,0.7419354838709677,5.8935387134552,1.586853176355362,0.2148614339530468,0.22711181640625,0.22812499478459358,0.28351639211177826
5,CLIP Score,VQA Score,9,0.2903225806451613,0.7096774193548387,5.8499897718429565,1.6361938416957855,0.21330445259809494,0.22528076171875,0.23156249523162842,0.28342828899621964
5,CLIP Score,VQA Score,10,0.3225806451612903,0.6774193548387097,5.857261061668396,1.6175543069839478,0.21233918890357018,0.223236083984375,0.23124999552965164,0.27754098922014236
5,CLIP Score,VQA Score,11,0.3548387096774194,0.6451612903225806,5.884287118911743,1.581350028514862,0.21173572540283203,0.224365234375,0.23156249523162842,0.2762886509299278
5,CLIP Score,VQA Score,12,0.3870967741935484,0.6129032258064516,5.863312244415283,1.6395131945610046,0.2124168984591961,0.2281494140625,0.2303124964237213,0.2821490615606308
5,CLIP Score,VQA Score,13,0.41935483870967744,0.5806451612903225,5.849248766899109,1.5904653668403625,0.21365085616707802,0.230133056640625,0.2306249961256981,0.2831222116947174
5,CLIP Score,VQA Score,14,0.45161290322580644,0.5483870967741935,5.9074946641922,1.564277470111847,0.21438706666231155,0.229461669921875,0.22937499731779099,0.283560574054718
5,CLIP Score,VQA Score,15,0.4838709677419355,0.5161290322580645,5.869384527206421,1.571634292602539,0.214726734906435,0.23468017578125,0.2290624976158142,0.2880250886082649
5,CLIP Score,VQA Score,16,0.5161290322580645,0.4838709677419355,5.918617129325867,1.566653162240982,0.2147146500647068,0.230560302734375,0.23093749582767487,0.287413127720356
5,CLIP Score,VQA Score,17,0.5483870967741935,0.4516129032258065,6.030746340751648,1.517472743988037,0.2138824723660946,0.22412109375,0.23281249776482582,0.29054173827171326
5,CLIP Score,VQA Score,18,0.5806451612903226,0.4193548387096774,6.009600043296814,1.5433692783117294,0.2140040174126625,0.231201171875,0.22874999791383743,0.2832120880484581
5,CLIP Score,VQA Score,19,0.6129032258064516,0.3870967741935484,6.051558256149292,1.5133309066295624,0.21418948844075203,0.222869873046875,0.23156249895691872,0.28899285942316055
5,CLIP Score,VQA Score,20,0.6451612903225806,0.3548387096774194,6.069234848022461,1.5444249212741852,0.2155427150428295,0.2237548828125,0.23093749955296516,0.28662387281656265
5,CLIP Score,VQA Score,21,0.6774193548387096,0.32258064516129037,6.027466058731079,1.4925003051757812,0.21580824628472328,0.219818115234375,0.23249999806284904,0.28482433408498764
5,CLIP Score,VQA Score,22,0.7096774193548387,0.29032258064516125,6.018056750297546,1.4976611286401749,0.21762869507074356,0.21087646484375,0.22999999672174454,0.2803822234272957
5,CLIP Score,VQA Score,23,0.7419354838709677,0.25806451612903225,5.963744759559631,1.5206515192985535,0.21809225901961327,0.205535888671875,0.2290624938905239,0.2836797162890434
5,CLIP Score,VQA Score,24,0.7741935483870968,0.22580645161290325,5.939228773117065,1.4766002744436264,0.2197071984410286,0.21807861328125,0.22937499731779099,0.28582265228033066
5,CLIP Score,VQA Score,25,0.8064516129032258,0.19354838709677424,5.988844513893127,1.4350028783082962,0.21939529106020927,0.206329345703125,0.22843749076128006,0.28694989532232285
5,CLIP Score,VQA Score,26,0.8387096774193549,0.16129032258064513,6.03769588470459,1.425642490386963,0.2219410501420498,0.206787109375,0.22749999538064003,0.2958042100071907
5,CLIP Score,VQA Score,27,0.8709677419354839,0.12903225806451613,6.106071829795837,1.2603138834238052,0.22098933905363083,0.205352783203125,0.2265624925494194,0.28835999220609665
5,CLIP Score,VQA Score,28,0.9032258064516129,0.09677419354838712,6.219440698623657,1.4844551980495453,0.222646351903677,0.21868896484375,0.22468749433755875,0.2835369035601616
5,CLIP Score,VQA Score,29,0.9354838709677419,0.06451612903225812,6.211389422416687,1.45111083984375,0.2205919809639454,0.2266845703125,0.22718749195337296,0.2783290445804596
5,CLIP Score,VQA Score,30,0.967741935483871,0.032258064516129004,6.309684991836548,1.360106736421585,0.21949492394924164,0.236480712890625,0.22031249850988388,0.2713458016514778
5,CLIP Score,VQA Score,31,1.0,0.0,6.392573833465576,1.3489130735397339,0.21810907125473022,0.23651123046875,0.21812499687075615,0.25374891236424446
